OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,VOLTAGE,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
985,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,993,Rubicon,Operational,220,Rubicon,Victoria,5,23/02/2017,,-37.2927537,145.8185062
986,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Transmission,994,Hazelwood,Operational,220,Hazelwood,Victoria,5,23/02/2017,,-38.273103,146.392263
987,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,995,Basslink Transition,Operational,,Giffard,Victoria,5,23/02/2017,,-38.40612359,147.0683592
988,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,996,Munno Para,Operational,275,Munno Para,South Australia,2,23/02/2017,,-34.65292706,138.6991142
989,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Transmission,844,Templers West,Operational,275,Light,South Australia,5,23/02/2017,,-34.4616924,138.7680443
990,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,997,MDR Pump MW2,Operational,132,Beatty,South Australia,5,23/02/2017,,-33.97042994,139.4231691
991,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,998,Mintaro,Operational,132,Stanley,South Australia,5,23/02/2017,,-33.90276023,138.7379569
992,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,162,Snowtown North,Operational,66,Barunga,South Australia,2,23/02/2017,,-33.71395594,138.1401735
993,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,999,Whyalla Central,Operational,132,Whyalla,South Australia,3,23/02/2017,,-33.00985281,137.563294
994,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Terminal,1000,Collie,Operational,330,Palmer,Western Australia,5,23/02/2017,,-33.34091412,116.2611505
995,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1001,Balcatta,Operational,132,Balcatta,Western Australia,5,23/02/2017,,-31.858796,115.8090672
996,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,1002,Merredin 66/22kV,Operational,132,Merredin,Western Australia,5,23/02/2017,,-31.493776,118.2437345
997,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1003,Hazelmere,Operational,132,Hazelmere,Western Australia,5,23/02/2017,,-31.90586833,116.0019349
998,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,1004,Paraburdoo,Operational,66,Innawanga,Western Australia,5,23/02/2017,,-23.2224474,117.6130232
999,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1005,Karabar,Operational,66,Karabar,New South Wales,5,23/02/2017,,-35.36912794,149.2275368
1000,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1006,Berremangra,Operational,66,Berremangra,New South Wales,4,23/02/2017,,-34.872434,148.536375
1001,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1007,Bungendore,Operational,66,Bungendore,New South Wales,4,23/02/2017,,-35.25365582,149.4362758
1002,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1008,Brisbane Grove,Operational,66,Brisbane Grove,New South Wales,4,23/02/2017,,-34.7850451,149.7053943
1003,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1009,Edrom,Operational,66,Edrom,New South Wales,4,23/02/2017,,-37.10346137,149.9346946
1004,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1010,Eden,Operational,66,Eden,New South Wales,4,23/02/2017,,-37.06284104,149.8879486
1005,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1011,Bald Hills,Operational,66,Bald Hills,New South Wales,4,23/02/2017,,-36.91321298,149.8517477
1006,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1012,Millingandi ,Operational,66,Millingandi ,New South Wales,4,23/02/2017,,-36.90155837,149.8651356
1007,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,1013,Black Range,Operational,66,Black Range,New South Wales,4,23/02/2017,,-36.71582471,149.8411272
1008,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1014,Bega,Operational,66,Bega,New South Wales,4,23/02/2017,,-36.68518913,149.8338315
1009,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1015,Brogo,Operational,66,Brogo,New South Wales,3,23/02/2017,,-36.5487688,149.8093382
1010,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1016,Cobargo,Operational,66,Cobargo,New South Wales,4,23/02/2017,,-36.38996322,149.8936844
1011,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,1017,Brown Mountain,Operational,66,Bemboka,New South Wales,4,23/02/2017,,-36.595107,149.473841
1012,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1018,Bombala,Operational,66,Bombala,New South Wales,4,23/02/2017,,-36.89124071,149.2433445
1013,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1019,Captains Flat,Operational,66,Captains Flat,New South Wales,4,23/02/2017,,-35.59169858,149.4402618
1014,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Subtransmission,1020,Springfield,Operational,132,Springfield,New South Wales,4,23/02/2017,,-36.5764788,149.1268993
1015,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1021,East Jindabyne,Operational,66,East Jindabyne,New South Wales,5,23/02/2017,,-36.40760297,148.6803663
1016,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1022,Adaminaby,Operational,66,Adaminaby,New South Wales,4,23/02/2017,,-36.00287677,148.7008762
1017,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1023,Providence Portal,Operational,66,Providence Portal,New South Wales,4,23/02/2017,,-35.9400704,148.6358481
1018,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1024,Cabramurra,Operational,66,Cabramurra,New South Wales,4,23/02/2017,,-35.93607052,148.3842286
1019,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1025,Moama,Operational,66,Moama,New South Wales,4,23/02/2017,,-36.07750755,144.7507728
1020,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1026,Barham,Operational,66,Barham,New South Wales,4,23/02/2017,,-35.59339792,144.1468584
1021,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1027,Deniliquin,Operational,66,Deniliquin,New South Wales,4,23/02/2017,,-35.5274146,144.9872852
1022,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1028,Murgha,Operational,66,Murgha,New South Wales,4,23/02/2017,,-35.19065918,144.3896552
1023,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1029,Moulamein,Operational,66,Moulamein,New South Wales,3,23/02/2017,,-35.08742985,144.0353992
1024,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1030,Moruya North,Operational,132,Moruya North,New South Wales,4,23/02/2017,,-35.87537392,150.0909898
1025,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1031,Batemans Bay,Operational,132,Batemans Bay,New South Wales,4,23/02/2017,,-35.71790493,150.1752487
1026,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,1032,Evans Lane,Operational,132,Evans Lane,New South Wales,4,23/02/2017,,-35.33673305,150.3987319
1027,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1033,Shoalhaven,Operational,132,West Nowra,New South Wales,4,23/02/2017,,-34.89055334,150.5922855
1028,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1034,Ulladulla,Operational,132,Ulladulla,New South Wales,4,23/02/2017,,-35.35123185,150.4629204
1029,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1035,Tomerong,Operational,132,Tomerong,New South Wales,3,23/02/2017,,-35.02341311,150.575695
1030,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1036,Mt Terry,Operational,132,Albion Park,New South Wales,4,23/02/2017,,-34.58306952,150.7769838
1031,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1037,Woonona,Operational,132,Woonona,New South Wales,5,23/02/2017,,-34.3414145,150.8818505
1032,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1038,Rydalmere,Operational,66,Rydalmere,New South Wales,4,23/02/2017,,-33.81000525,151.0456411
1033,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1039,Snowy Adit,Operational,132,Kosciuszko National Park,New South Wales,4,23/02/2017,,-36.29452964,148.5093251
1034,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1040,Berkeley Vale,Operational,132,Berkeley Vale,New South Wales,4,23/02/2017,,-33.32939505,151.4208089
1035,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,1041,Mt Colah,Operational,132,Mt Colah,New South Wales,4,23/02/2017,,-33.64836453,151.1203274
